charset=utf-8,# Downloaded from https://www.nutritionvalue.org 
# Blackcurrant jelly by ANDROS
# Portion 100 g
Nutrient, Amount, Unit, DV
"Calories", 250.00, KCAL, 
"Fat", 0.00, G, 0%
"Protein", 0.00, G, 0%
"Carbohydrate", 65.00, G, 24%
"Sodium, Na", 0.00, MG, 0%
"Sugars", 65.00, G, 
"Net carbs", 65, g, 
# Downloaded from https://www.nutritionvalue.org 
